Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
249,46-9247199,2022-01-26,2022-03-06,Standard Class,KZE 819,D,US,East Brittney,Pennsylvania,16846,Region 2,SGBT00514814901214,Health Care,Health Care Equipment & Supplies,500,260,89.7,913.44
250,61-6354755,2022-01-14,2022-02-03,Second Class,7OC3579,B,US,Heathton,Rhode Island,87231,Region 0,FQWR11194015748749,Consumer Discretionary,Diversified Consumer Services,6400,60,9.03,596.65
251,12-1536132,2022-02-15,2022-03-02,First Class,2P 5550Y,C,US,New Ryan,North Dakota,17674,Region 3,IONG62413311959631,Utilities,Independent Power and Renewable Electricity Producers,6200,870,84.78,255.67
252,90-2964238,2022-02-20,2022-03-13,Standard Class,27-06741,C,US,Whiteshire,Kentucky,42258,Region 1,CJAK75734965024376,Information Technology,Communications Equipment,3100,280,63.28,404.55
253,86-5046138,2022-01-05,2022-01-09,Standard Class,RG 61402,B,US,South Renee,New Hampshire,24076,Region 4,RFPQ95106939357021,Health Care,Health Care Technology,2100,100,13.72,176.23
254,27-9984087,2022-01-14,2022-02-26,First Class,90B X83,C,US,New Christineland,Arizona,48932,Region 3,UZVF90289177663733,Financials,Capital Markets,2900,320,73.57,225.22
255,77-5923398,2022-01-23,2022-02-26,First Class,9EA8676,D,US,Huangton,Wyoming,92407,Region 0,XOIM49023883626243,Health Care,Life Sciences Tools & Services,6200,970,72.77,533.6
256,02-8906725,2022-02-14,2022-03-23,First Class,T12-AQY,D,US,Port Donald,Arkansas,27944,Region 3,JXVK37015900508531,Information Technology,Communications Equipment,1200,240,21.94,56.16
257,87-9047613,2022-02-26,2022-02-28,Standard Class,KAN 466,D,US,Burnsbury,Colorado,49042,Region 0,WCYB58286243034834,Information Technology,Software,700,120,39.67,723.12
258,48-5165886,2022-01-09,2022-03-26,Second Class,33PB891,C,US,North John,Florida,01350,Region 3,FKLM39635147345385,Consumer Staples,Food Products,8500,90,46.22,809.2
259,57-8178991,2022-03-19,2022-04-06,Second Class,E96-87Y,C,US,Taylorchester,New Jersey,06212,Region 3,VGWZ06014626419738,Health Care,Health Care Equipment & Supplies,200,200,20.05,602.78
260,59-8527568,2022-02-13,2022-04-08,Second Class,38-Z089,C,US,Gayville,Nevada,54453,Region 3,EWRL92900232110040,Materials,Paper & Forest Products,1100,870,77.63,215.27
261,83-4841066,2022-01-01,2022-01-01,First Class,758 YPG,B,US,Cookberg,Pennsylvania,42711,Region 2,JFYO08500268948397,Consumer Staples,Household Products,9800,430,56.07,872.32
262,13-0908221,2022-01-27,2022-01-28,Standard Class,986C1,A,US,East Johnhaven,Alabama,05464,Region 3,XWVE10503678588160,Energy,Energy Equipment & Services,9900,340,52.99,600.67
263,58-2764967,2022-03-01,2022-03-28,Second Class,I46-06F,D,US,Hallland,Maryland,84917,Region 4,XCVH59727267711612,Industrials,Marine,6900,420,68.81,202.16
264,71-2118937,2022-01-04,2022-04-08,First Class,2133,D,US,Tranborough,Washington,23906,Region 2,LMAT72913527187348,Utilities,Electric Utilities,9000,180,53.21,898.27
265,58-6055523,2022-02-19,2022-03-25,First Class,EMX-366,D,US,Kendrahaven,Missouri,09040,Region 4,ABPQ91013033862702,Financials,Banks,7400,770,37.9,904.42
266,23-8960123,2022-03-11,2022-03-12,Standard Class,3Z 5117K,B,US,Pamelafurt,Delaware,85699,Region 4,EGWS09756786555352,Consumer Discretionary,Specialty Retail,1800,90,54.77,589.48
267,66-6158759,2022-03-31,2022-04-05,Standard Class,6-1752E,D,US,New Kevinstad,West Virginia,18614,Region 4,DCLY21914062724015,Information Technology,Communications Equipment,6200,120,92.14,568.17
268,85-8233374,2022-02-11,2022-04-02,Second Class,4RY 476,C,US,New Heatherstad,New Jersey,17140,Region 0,EDGH68306769554468,Financials,Capital Markets,8700,560,84.54,857.53
269,63-3976360,2022-01-18,2022-02-15,Second Class,DVS-999,D,US,Jacksonborough,Maryland,27781,Region 3,IVZU02718131470112,Consumer Discretionary,"Hotels, Restaurants & Leisure",5500,880,5.93,990.94
270,43-5338252,2022-02-05,2022-02-26,First Class,HII 119,C,US,South Isaacville,Alabama,83813,Region 3,LBYH45522955363858,Health Care,Health Care Technology,1000,70,50.91,61.84
271,31-3587930,2022-04-02,2022-04-06,Second Class,YEY2695,D,US,South Nicoleton,Oregon,74507,Region 4,RWQV67161937821502,Consumer Staples,Household Products,8800,840,66.23,86.89
272,26-0501597,2022-03-22,2022-03-22,Second Class,56O•662,D,US,West Marcia,Wisconsin,11471,Region 4,BNBK77005160899078,Consumer Discretionary,Specialty Retail,7200,60,1.01,588.57
273,62-8477152,2022-02-15,2022-03-17,Standard Class,356-764,C,US,West Rhondatown,North Carolina,29555,Region 3,PWAR61118487160490,Consumer Staples,Personal Products,7900,710,54.07,658.18
274,59-2842698,2022-03-06,2022-03-07,Second Class,2OK12,D,US,Lake Dawnchester,Ohio,07039,Region 2,GGCN73329410110229,Materials,Metals & Mining,7500,720,31.84,947.37
275,22-1814714,2022-04-01,2022-04-07,Standard Class,VY9 6358,C,US,West Jackfurt,Hawaii,02065,Region 1,JAUS65025085965961,Health Care,Health Care Providers & Services,8900,940,63.31,604.68
276,64-5215606,2022-01-05,2022-02-12,Second Class,OIJ-4912,A,US,Christinehaven,Nevada,79135,Region 0,CDCY98996659943877,Information Technology,IT Services,6800,450,51.11,814.16
277,43-7750211,2022-04-07,2022-04-07,Standard Class,92Z 2267,D,US,Josephmouth,Connecticut,96594,Region 1,LZKW34512150687539,Information Technology,"Electronic Equipment, Instruments & Components",3300,680,6.89,661.84
278,73-8985733,2022-01-19,2022-03-16,First Class,5O 2105U,A,US,Lake Sherry,Rhode Island,67448,Region 1,AAKR89437074691281,Financials,Insurance,5500,610,71.48,129.5
279,43-7243522,2022-01-16,2022-03-13,Second Class,Z16 3DP,D,US,Dawnburgh,Louisiana,29893,Region 3,EECM69095438084465,Materials,Containers & Packaging,8900,900,37.33,723.52
280,47-6056382,2022-04-01,2022-04-04,First Class,550-FNY,D,US,North Anthonyville,Pennsylvania,42941,Region 1,VSFO05291812053009,Energy,"Oil, Gas & Consumable Fuels",8500,900,60.82,353.26
281,40-8604808,2022-02-24,2022-02-27,Second Class,366 0931,D,US,Kimberlychester,New Mexico,74876,Region 3,MTPN96480545096636,Information Technology,IT Services,8400,80,38.32,92.2
282,44-0172378,2022-01-07,2022-03-15,Standard Class,80G RI1,B,US,Port Williamfurt,North Dakota,88286,Region 3,GTFB98891480756118,Financials,Capital Markets,8400,380,94.44,182.56
283,06-0921198,2022-02-10,2022-02-25,First Class,222PGJ,D,US,Chenhaven,South Carolina,11435,Region 3,MPQN11104287609944,Utilities,Gas Utilities,6500,700,15.15,271.56
284,52-7632876,2022-03-20,2022-03-30,Standard Class,9Y HF859,A,US,North Davidhaven,Wisconsin,27960,Region 0,EXBB16657801021038,Consumer Staples,Food Products,6300,170,39.57,555.83
285,57-5952573,2022-04-04,2022-04-05,Standard Class,0RX 111,C,US,Russochester,Montana,80500,Region 4,CSHR75496950926379,Health Care,Health Care Technology,9200,80,66.26,662.81
286,43-3179815,2022-04-04,2022-04-09,First Class,70B•643,B,US,South Lucas,Rhode Island,80162,Region 4,YXUZ27336695879834,Consumer Discretionary,Internet & Catalog Retail,600,170,87.47,221.63
287,25-0573680,2022-03-25,2022-04-08,First Class,5T005,A,US,South Paulburgh,Hawaii,58717,Region 3,YOLI98383842574069,Consumer Staples,Personal Products,8400,100,22.03,196.82
288,15-5990989,2022-01-06,2022-02-18,First Class,YYM 448,C,US,Port Stevenland,Missouri,99321,Region 1,DDQG71392700727691,Consumer Discretionary,Automobiles,4400,170,81.7,682.83
289,68-2416049,2022-01-07,2022-02-28,First Class,KEV0671,B,US,North Adamfurt,Kansas,61944,Region 4,KQND37400914935253,Financials,Diversified Financial Services,1400,800,89.08,706.75
290,88-7760070,2022-01-25,2022-02-07,First Class,1MC 282,B,US,Jenniferfort,New Mexico,21021,Region 0,BYRJ21695237600356,Real Estate,Equity Real Estate Investment Trusts,9400,950,34.84,555.95
291,42-8505793,2022-01-19,2022-02-25,First Class,JRV-3167,D,US,Stanleyview,New Jersey,82362,Region 1,LGEH21598767718266,Consumer Discretionary,Distributors,1100,710,9.41,758.16
292,54-4419182,2022-03-15,2022-03-29,Standard Class,731-714,D,US,Campbellside,Ohio,74391,Region 0,MGDX38607359353183,Materials,Paper & Forest Products,7000,200,12.31,852.42
293,22-9490618,2022-02-01,2022-03-08,First Class,789 UQL,C,US,West Debbie,North Dakota,64522,Region 2,NLJK48197063210394,Information Technology,"Technology Hardware, Storage & Peripherals",4000,950,53.68,55.1
294,62-6772847,2022-01-11,2022-03-01,Standard Class,N41 9MP,B,US,Riverafurt,Kentucky,91717,Region 0,VZIG98270533420894,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",4400,500,27.17,426.0
295,41-1894253,2022-02-07,2022-02-22,Second Class,751 BLR,B,US,Mortonchester,Michigan,98415,Region 3,OWGL59472750754616,Health Care,Biotechnology,3600,40,91.77,515.0
296,10-9980082,2022-03-01,2022-04-08,Standard Class,NEM-621,C,US,Joshuaborough,Mississippi,80042,Region 0,HIKQ50715437115772,Information Technology,"Technology Hardware, Storage & Peripherals",5900,990,98.31,904.85
297,41-2837497,2022-04-01,2022-04-02,First Class,71-68570,C,US,Jenniferfurt,Arkansas,84219,Region 4,CXPW69671158759443,Real Estate,Real Estate Management & Development,1600,450,80.39,710.51
298,71-7081752,2022-03-09,2022-04-06,Second Class,ASZ-6432,A,US,East Melissafort,Vermont,34634,Region 3,HLBE44370940091256,Telecommunication Services,Diversified Telecommunication Services,3100,110,93.85,595.02
299,76-5800390,2022-02-05,2022-03-22,First Class,F98-91Q,C,US,Christineton,South Carolina,34295,Region 0,VCFZ92421381670849,Financials,Banks,2800,280,59.01,409.62
300,01-5861583,2022-01-10,2022-01-17,First Class,516-HLK,B,US,Leonardstad,California,67569,Region 4,JXTH76947164734005,Information Technology,Internet Software & Services,5800,820,86.65,527.66
301,11-3219316,2022-03-12,2022-03-30,First Class,BOH 891,B,US,North Feliciaville,Mississippi,68457,Region 3,WXVR22859842881713,Telecommunication Services,Diversified Telecommunication Services,4300,460,32.75,816.09
302,68-1897581,2022-01-26,2022-01-28,Standard Class,9-49710T,A,US,Lake Michellechester,Indiana,00946,Region 0,TWVE17067076516481,Telecommunication Services,Diversified Telecommunication Services,100,70,80.21,249.05
303,24-6338998,2022-03-02,2022-03-12,Standard Class,DPP-0842,C,US,Amandaville,New York,31806,Region 2,JDED60383838161541,Utilities,Multi-Utilities,400,300,93.96,377.8
304,12-8723219,2022-01-09,2022-03-30,First Class,269T8,C,US,North Staceyville,New Mexico,95591,Region 2,VCGR75901847413023,Real Estate,Real Estate Management & Development,3400,540,8.11,215.69
305,64-7309369,2022-03-03,2022-03-13,Standard Class,26AU2,A,US,South Christopherview,North Dakota,81747,Region 4,ITQG43827294282908,Energy,"Oil, Gas & Consumable Fuels",1000,480,63.31,609.33
306,13-0171466,2022-01-20,2022-03-22,First Class,JG 92114,B,US,West Nicole,Arizona,92542,Region 1,DENR35699094553719,Consumer Discretionary,Specialty Retail,7900,850,39.78,137.75
307,98-3772800,2022-01-25,2022-02-22,Second Class,VJN 921,A,US,West Cindy,Nebraska,47722,Region 2,KDPB11616519692313,Information Technology,Semiconductors & Semiconductor Equipment,2100,880,60.19,137.72
308,57-9759847,2022-02-22,2022-03-31,Second Class,177-MCB,D,US,Ellisonbury,New Jersey,79504,Region 0,GNNF78452508778148,Telecommunication Services,Wireless Telecommunication Services,8100,390,53.18,772.44
309,48-9043274,2022-01-12,2022-02-01,Standard Class,4IS 007,D,US,Tristanview,Michigan,68693,Region 4,BCZX72635748053208,Materials,Paper & Forest Products,4800,550,11.95,938.45
310,52-7091036,2022-03-14,2022-03-29,Standard Class,1IIT221,C,US,Port Tyler,Idaho,05386,Region 1,JBWO66892135403707,Materials,Metals & Mining,9500,540,6.69,737.17
311,39-1997659,2022-04-05,2022-04-06,First Class,ZXK 664,D,US,Patriciatown,Delaware,74187,Region 0,AAIZ28038598284994,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",1800,280,91.56,110.13
312,98-6422524,2022-01-07,2022-02-12,First Class,5BJ9415,A,US,Leefurt,South Carolina,35990,Region 4,RFSD94100693474914,Financials,Capital Markets,1100,360,87.98,870.06
313,13-0026539,2022-01-04,2022-01-20,Standard Class,48MW0,C,US,Riverafort,Florida,70028,Region 1,FJDE60020412106271,Telecommunication Services,Diversified Telecommunication Services,3000,470,95.9,773.81
314,52-8654850,2022-03-18,2022-04-01,Standard Class,8-12700,C,US,East Tylerville,Florida,74677,Region 3,ITAA03324095019617,Financials,Banks,5900,380,61.08,858.91
315,10-3688606,2022-01-21,2022-04-04,Second Class,RMI-0828,C,US,New Jeffreyview,Wyoming,42238,Region 1,RGIF43623479450980,Consumer Discretionary,Distributors,9900,160,30.63,543.88
316,74-9268755,2022-03-22,2022-04-02,Standard Class,WV-1732,A,US,North Andrewmouth,West Virginia,92105,Region 0,CGSO74703419002570,Financials,Thrifts & Mortgage Finance,3200,10,57.54,161.33
317,87-5230772,2022-02-03,2022-03-17,Second Class,190 PZR,D,US,Ramirezfort,Indiana,80883,Region 4,GXNM11737161437813,Health Care,Life Sciences Tools & Services,700,650,54.3,175.56
318,04-8583147,2022-04-02,2022-04-06,Standard Class,2NL Z37,B,US,Stevenberg,Iowa,66423,Region 4,OOJI36192931811711,Real Estate,Real Estate Management & Development,2500,180,90.55,356.89
319,54-1841919,2022-01-21,2022-03-23,Standard Class,HPY-2307,B,US,New Elizabeth,Kansas,04473,Region 0,NOJE36647635618250,Real Estate,Equity Real Estate Investment Trusts,9700,280,22.58,62.43
320,76-4731984,2022-03-11,2022-04-05,Standard Class,3-29018,C,US,Lake Lindaberg,Kansas,55818,Region 2,MKAV85102783692668,Financials,Consumer Finance,4400,580,43.17,943.11
321,87-0191422,2022-01-16,2022-01-31,Second Class,ABG-7483,D,US,Melissaside,Maryland,45376,Region 2,IFFN57488750730634,Consumer Staples,Food Products,4000,90,12.15,710.0
322,45-5265613,2022-03-24,2022-03-28,First Class,LGO 914,D,US,Andersonbury,Alaska,18960,Region 0,QXLI93894121405682,Information Technology,"Electronic Equipment, Instruments & Components",3700,10,17.55,11.89
323,71-8240609,2022-03-24,2022-03-27,Standard Class,317-ZTRB,A,US,East Linda,Wisconsin,39708,Region 3,UTCO36287330479873,Financials,Thrifts & Mortgage Finance,3300,800,1.75,399.57
324,77-6108174,2022-03-19,2022-03-31,Standard Class,108-HHY,C,US,Wrightmouth,Delaware,96735,Region 0,ZZYU15395850052384,Industrials,Air Freight & Logistics,6800,200,65.34,259.28
325,34-8040180,2022-01-20,2022-03-30,Second Class,11-23342,A,US,Ballside,Virginia,67721,Region 1,ZZPK94763850468104,Health Care,Biotechnology,4500,390,47.83,955.68
326,06-7139896,2022-03-02,2022-04-03,Second Class,711 9SS,D,US,Port Patrick,Pennsylvania,57437,Region 1,OEAI56769291637025,Utilities,Water Utilities ,4800,470,90.88,914.53
327,06-6257629,2022-03-12,2022-04-04,Standard Class,7GG8963,C,US,Lake Michaelshire,Hawaii,19950,Region 4,YAEA13790872143227,Materials,Metals & Mining,1800,200,64.48,962.29
328,12-4018166,2022-03-04,2022-03-12,First Class,9JW P20,A,US,Jamesshire,South Carolina,11471,Region 1,AWSS76384315158584,Consumer Staples,Food & Staples Retailing,100,520,86.63,185.18
329,52-9746719,2022-02-14,2022-03-26,Second Class,ZVK 619,D,US,South Jeffreytown,Colorado,92760,Region 1,MHWC00103904061548,Health Care,Health Care Technology,3200,140,92.21,336.91
330,42-9619375,2022-01-06,2022-03-09,First Class,R49-DAO,C,US,Simsland,Hawaii,90192,Region 0,QHGI73058572821268,Energy,"Oil, Gas & Consumable Fuels",5200,130,54.81,428.2
331,93-6652477,2022-03-29,2022-04-04,First Class,537P,A,US,Lake Patrickberg,Nevada,78777,Region 4,WLLA12743872273032,Consumer Staples,Food & Staples Retailing,5400,520,4.82,384.25
332,75-5066192,2022-01-25,2022-02-14,Second Class,52X OY1,C,US,Antoniochester,New Jersey,90597,Region 1,TQAH59971671261241,Materials,Containers & Packaging,4700,150,96.81,69.62
333,71-4991116,2022-03-07,2022-03-29,First Class,631 ZLB,B,US,Tylerside,Colorado,24409,Region 3,TAPV61433905415811,Real Estate,Real Estate Management & Development,800,640,1.52,343.67
334,41-6319892,2022-03-08,2022-03-27,First Class,CYH-9788,D,US,Lake Christopher,Iowa,87346,Region 3,MAQP31301863583084,Health Care,Pharmaceuticals,1800,960,24.26,71.99
335,67-4925314,2022-03-01,2022-03-28,First Class,UOI-7488,A,US,West Sarah,Kentucky,18709,Region 3,FFHK28638201750670,Real Estate,Equity Real Estate Investment Trusts,1200,610,88.63,147.12
336,81-2415749,2022-02-17,2022-03-08,First Class,6KI 423,C,US,Ethantown,Louisiana,75242,Region 1,DQMY16727808871766,Consumer Staples,Household Products,10000,1000,79.13,66.27
337,32-2065913,2022-03-01,2022-03-12,Second Class,1-33282,B,US,East Samanthaton,Arizona,23490,Region 3,FNNS18821684689574,Industrials,Road & Rail,7900,100,92.4,340.09
338,16-5039501,2022-02-19,2022-04-08,First Class,SWI 943,A,US,Briannaberg,Arkansas,81876,Region 4,RKRF73806036996749,Consumer Staples,Personal Products,3200,660,95.12,604.31
339,35-0634629,2022-02-03,2022-02-17,First Class,G64 2RC,C,US,Marcusview,Florida,32861,Region 0,BCFE20625156980847,Real Estate,Equity Real Estate Investment Trusts,300,700,87.86,646.06
340,62-2897485,2022-02-18,2022-03-17,Second Class,08B 082,A,US,Lauraport,Colorado,59637,Region 2,TRYK08006945941353,Telecommunication Services,Wireless Telecommunication Services,4100,910,2.23,916.26
341,25-6761711,2022-03-24,2022-04-06,Second Class,MZD 590,B,US,East Kevin,South Dakota,41583,Region 0,EIWS39778548050242,Materials,Construction Materials,3000,990,61.54,607.79
342,92-8948979,2022-01-15,2022-03-08,First Class,98-FX84,B,US,Marthamouth,Washington,92520,Region 1,KGZG08691995399299,Consumer Staples,Food & Staples Retailing,1000,750,83.93,630.86
343,66-0206891,2022-04-04,2022-04-04,Second Class,393039,C,US,Ryanbury,Tennessee,37692,Region 4,VFHY96460276177314,Industrials,Marine,7800,130,78.8,318.87
344,82-2602161,2022-02-14,2022-04-02,Standard Class,HQJ 101,D,US,East Leslietown,Colorado,46582,Region 2,DFLA92844740191640,Real Estate,Real Estate Management & Development,7400,770,57.3,725.11
345,37-1756146,2022-01-07,2022-02-15,Standard Class,OW1 1015,B,US,Christopherview,Iowa,68638,Region 0,KKFI45470782026819,Financials,Capital Markets,7800,800,28.32,121.93
346,86-7266170,2022-03-10,2022-03-30,Standard Class,4IA 438,D,US,Arnoldburgh,Maine,04226,Region 1,YRSJ21601242783159,Consumer Staples,Beverages,6700,420,96.36,539.39
347,94-1037909,2022-02-02,2022-03-01,First Class,36T 2718,D,US,Juantown,Maryland,93936,Region 2,RQLC73180688728587,Health Care,Health Care Providers & Services,9800,640,71.79,654.85
348,52-9962554,2022-01-21,2022-04-04,First Class,KD 29886,D,US,Port Ryan,Georgia,76144,Region 1,VYGX97215524234873,Utilities,Electric Utilities,9400,500,12.0,437.97
349,04-7313343,2022-02-11,2022-02-21,Second Class,320-GZQ,D,US,North Sharonburgh,Texas,65320,Region 4,QPII35242000859788,Telecommunication Services,Wireless Telecommunication Services,1300,540,5.72,654.59
350,47-5136431,2022-01-20,2022-02-27,First Class,7YT V75,B,US,Gilbertland,Mississippi,74507,Region 1,ANHH61671375181031,Utilities,Gas Utilities,5200,770,21.16,856.83
351,37-3465694,2022-02-13,2022-04-04,Second Class,962 NLC,A,US,North Mary,Oklahoma,08510,Region 4,CRLJ08047717478927,Telecommunication Services,Diversified Telecommunication Services,600,820,81.09,160.68
352,50-9801042,2022-01-21,2022-02-20,First Class,818U4,A,US,Brittanymouth,Colorado,25903,Region 3,ZMBT12478800611051,Telecommunication Services,Wireless Telecommunication Services,2500,700,82.64,429.95
353,60-5047414,2022-01-20,2022-03-06,First Class,064 8LO,B,US,West Tiffany,New Jersey,53049,Region 2,ZSHW86271786336564,Financials,Mortgage REITs,9800,300,20.82,158.05
354,91-5474658,2022-03-26,2022-03-30,Standard Class,3-2789J,D,US,Josephchester,New Hampshire,68292,Region 2,IGWJ97727217138337,Consumer Staples,Food Products,3400,100,68.36,55.85
355,04-7594996,2022-02-28,2022-03-04,Second Class,522PVP,C,US,Christinaport,Maine,68883,Region 4,VOQD21199949894361,Energy,Energy Equipment & Services,5900,830,23.09,694.62
356,65-2109337,2022-03-04,2022-04-04,Second Class,LCT-8400,A,US,West Danny,Maryland,94709,Region 0,ZEBP48352154894781,Financials,Diversified Financial Services,6400,70,82.71,793.67
357,72-4024191,2022-01-17,2022-02-15,Standard Class,789 BXK,C,US,New Louisbury,Massachusetts,55162,Region 1,VJMX68676679425384,Telecommunication Services,Diversified Telecommunication Services,6700,260,74.52,820.51
358,15-6163913,2022-01-09,2022-01-17,Standard Class,25-4113B,D,US,Lake Nichole,California,05471,Region 1,VVFU03969936517309,Consumer Staples,Food Products,5800,210,9.95,735.93
359,93-0284918,2022-02-17,2022-03-31,First Class,992-MGO,A,US,Port Deanna,Delaware,46537,Region 3,WDTH83354534899875,Utilities,Water Utilities ,5600,380,68.89,465.06
360,26-7191061,2022-03-27,2022-03-27,First Class,9954,C,US,West Ellenland,Wyoming,29221,Region 1,LIEW52944735657423,Utilities,Gas Utilities,1000,60,66.54,87.05
361,45-6838851,2022-03-19,2022-03-30,Standard Class,3Q F2848,A,US,West Dannyport,Nevada,06727,Region 1,XUOX29343908713000,Industrials,Transportation Infrastructure,8000,650,27.5,421.48
362,80-3853732,2022-02-18,2022-03-09,First Class,2P MO933,D,US,West Charlesmouth,Wisconsin,31464,Region 3,ICVR37092745275244,Information Technology,Internet Software & Services,900,140,60.73,603.65
363,13-3430223,2022-02-25,2022-03-14,Second Class,L67 6WR,C,US,West Anthonyville,South Dakota,11904,Region 3,CLBV87482036622118,Consumer Discretionary,Multiline Retail,7400,920,69.81,199.26
364,53-7341415,2022-01-10,2022-03-29,Standard Class,RHK 026,C,US,Robertburgh,North Dakota,71375,Region 2,DSSG21722840204865,Energy,Energy Equipment & Services,7000,260,80.36,414.28
365,57-0796844,2022-03-29,2022-03-31,First Class,0R QT211,B,US,Lake Rachel,Michigan,47709,Region 0,JQBY39482642615889,Health Care,Life Sciences Tools & Services,500,460,24.39,92.64
366,72-4205494,2022-02-10,2022-02-20,Standard Class,A61 5WH,B,US,Brooksville,Arkansas,15584,Region 4,GZBP29890038662152,Energy,Energy Equipment & Services,100,80,50.2,161.36
367,65-9196553,2022-03-19,2022-04-08,Standard Class,3JC C45,A,US,Richardstad,New Jersey,25618,Region 1,LLHO95657382605136,Financials,Consumer Finance,1100,530,24.12,70.72
368,34-6594914,2022-03-15,2022-04-06,Standard Class,MYH 058,B,US,Cristinafurt,North Dakota,99932,Region 4,EQAX86055191797262,Industrials,Construction & Engineering,7600,660,67.14,131.62
369,39-0350840,2022-03-16,2022-03-22,First Class,KDF 369,C,US,Davenportfurt,Oregon,78196,Region 0,OVPZ40184493871164,Information Technology,"Technology Hardware, Storage & Peripherals",9800,40,36.21,341.19
370,83-4321995,2022-01-08,2022-03-21,Second Class,429-748,D,US,Port Zachary,Alabama,04832,Region 3,MLHQ85740070672837,Health Care,Health Care Equipment & Supplies,3100,180,69.31,677.56
371,99-3033844,2022-03-30,2022-04-07,Second Class,25KY160,A,US,Steelebury,New Jersey,51802,Region 4,BHKV03014154290683,Energy,Energy Equipment & Services,2800,860,24.06,678.01
372,01-1982166,2022-03-04,2022-03-27,Standard Class,32-W396,A,US,South Samantha,Wyoming,17590,Region 0,UJFH03035554412957,Information Technology,IT Services,9600,400,9.34,278.44
373,43-2801123,2022-01-06,2022-03-13,Standard Class,6-99702N,D,US,West Ashley,New York,97583,Region 1,DFWX32137729502024,Financials,Diversified Financial Services,9900,920,33.16,783.86
374,64-6986413,2022-01-10,2022-03-15,First Class,NAB 696,A,US,Smithport,Hawaii,19483,Region 2,ZHFX07225492523083,Industrials,Air Freight & Logistics,9000,80,84.84,727.05
375,14-1334400,2022-01-13,2022-02-10,Standard Class,73-7804Z,A,US,South Larryburgh,Iowa,83943,Region 2,QIDX29422238727913,Financials,Capital Markets,900,460,6.45,266.64
376,54-4203195,2022-01-08,2022-01-12,Second Class,1612,A,US,Josephbury,Delaware,19965,Region 4,TAQP94252161154215,Real Estate,Real Estate Management & Development,200,860,61.75,933.6
377,62-9580126,2022-01-04,2022-03-08,First Class,392-LUB,B,US,West Jamiemouth,Texas,14059,Region 1,QRDG99642334325787,Financials,Diversified Financial Services,6900,290,8.36,464.67
378,85-6363200,2022-03-20,2022-04-05,First Class,2UQ F42,B,US,Katiechester,Kansas,91806,Region 0,XQTO20064389999073,Utilities,Multi-Utilities,6100,130,37.21,744.85
379,52-9130217,2022-02-07,2022-02-12,First Class,359-AEP,A,US,Hensontown,Connecticut,18077,Region 0,NRAB99312497280936,Consumer Discretionary,Automobiles,7300,870,22.77,878.29
380,82-4835948,2022-01-26,2022-03-06,Second Class,O56-10A,D,US,West Danny,Missouri,11848,Region 3,RRAZ76140251056361,Information Technology,IT Services,3800,380,67.61,921.59
381,66-9624517,2022-01-22,2022-03-08,Second Class,202 SLK,C,US,Marshallside,Oregon,58608,Region 4,BDOQ17101023497334,Consumer Staples,Personal Products,6400,740,84.07,748.13
382,34-2039102,2022-03-28,2022-04-06,First Class,50-EC93,D,US,Amyfort,Kentucky,50383,Region 0,CFBK26358108003545,Consumer Staples,Food Products,9200,460,5.7,332.72
383,06-3953226,2022-03-11,2022-03-14,Standard Class,D00-49X,B,US,South Andrew,Missouri,91897,Region 1,LEZL52654004145633,Information Technology,Internet Software & Services,2500,10,81.88,640.2
384,59-0185963,2022-04-01,2022-04-02,First Class,FZM 853,C,US,Stoneport,Utah,79191,Region 4,JBSB94164449014041,Financials,Diversified Financial Services,5400,640,55.32,101.2
385,46-7946026,2022-01-29,2022-02-18,Second Class,584-ZMS,B,US,East Kristinside,Arizona,68987,Region 0,ZVME40025701171529,Energy,Energy Equipment & Services,1000,120,32.66,408.46
386,20-1385347,2022-02-02,2022-02-14,First Class,SNX-822,B,US,Lesliebury,Kentucky,17423,Region 3,PTBF39182654989268,Industrials,Commercial Services & Supplies,1900,860,66.07,781.24
387,55-9567454,2022-02-04,2022-02-23,First Class,515 OQE,C,US,East Jamesside,Arizona,64507,Region 2,DWIZ50447332028113,Energy,"Oil, Gas & Consumable Fuels",2100,40,58.31,944.02
388,74-1354932,2022-03-09,2022-03-13,First Class,288-796,B,US,Rodgerston,Connecticut,64873,Region 4,IIJA67423823783101,Telecommunication Services,Diversified Telecommunication Services,1900,380,55.65,102.12
389,42-6992826,2022-01-27,2022-03-19,Standard Class,347X,A,US,South Amy,North Carolina,83638,Region 4,OOXV44089713810980,Real Estate,Equity Real Estate Investment Trusts,5300,400,36.19,754.58
390,75-3060216,2022-02-20,2022-02-27,Standard Class,507 JFZ,C,US,New Sylviaside,Arkansas,52969,Region 2,AMPJ53079828131969,Industrials,Professional Services,3900,320,22.36,209.03
391,86-0020846,2022-03-19,2022-03-20,Second Class,2742 NV,A,US,Lake Michael,Missouri,14062,Region 2,JIXV80302625437009,Materials,Paper & Forest Products,1700,350,46.97,52.87
392,37-0730235,2022-04-08,2022-04-08,First Class,979-QJG,D,US,South Marvinfort,New Jersey,76004,Region 3,QFWU92680131019887,Health Care,Biotechnology,7600,760,99.2,765.56
